"P","Points:0","Points:1","Points:2","T","U","V","div"
0.0039874,0.3875,0.9125,0,40.38,-0.005242,0.00011289,-5.1079e-09
0.0043734,0.3875,0.9375,0,40.547,-0.004309,8.5336e-05,-5.2284e-09
0.0047632,0.3875,0.9625,0,40.63,-0.0029711,4.6513e-05,-5.3017e-09
0.005155,0.3875,0.9875,0,40.654,-0.0011687,1.2748e-05,-5.3262e-09
0.0026172,0.4125,0.0125,0,13.129,0.0011875,4.7909e-05,8.0581e-09
0.0023281,0.4125,0.0375,0,13.171,0.0032185,0.00022606,5.2749e-09
0.002043,0.4125,0.0625,0,13.306,0.0048195,0.00053825,5.154e-09
0.0017658,0.4125,0.0875,0,13.567,0.005912,0.00091308,4.9988e-09
0.0015003,0.4125,0.1125,0,13.96,0.0064753,0.001272,4.8128e-09
0.0012491,0.4125,0.1375,0,14.466,0.0065616,0.001552,4.5996e-09
0.0010139,0.4125,0.1625,0,15.058,0.0062767,0.0017168,4.3625e-09
0.00079561,0.4125,0.1875,0,15.709,0.0057476,0.0017571,4.1043e-09
0.00059456,0.4125,0.2125,0,16.403,0.0050952,0.0016835,3.8275e-09
0.00041123,0.4125,0.2375,0,17.139,0.0044169,0.0015196,3.5339e-09
0.00024638,0.4125,0.2625,0,17.924,0.0037781,0.001295,3.2249e-09
0.00010117,0.4125,0.2875,0,18.765,0.0032129,0.0010401,2.9011e-09
-2.3024e-05,0.4125,0.3125,0,19.665,0.0027294,0.00078275,2.5629e-09
-0.00012479,0.4125,0.3375,0,20.619,0.0023179,0.00054482,2.2102e-09
-0.00020296,0.4125,0.3625,0,21.613,0.0019595,0.00034155,1.8424e-09
-0.00025673,0.4125,0.3875,0,22.635,0.0016337,0.00018108,1.459e-09
-0.00028568,0.4125,0.4125,0,23.667,0.0013221,6.5424e-05,1.0613e-09
-0.00028969,0.4125,0.4375,0,24.699,0.0010105,-8.0946e-06,6.5864e-10
-0.00026886,0.4125,0.4625,0,25.723,0.00068921,-4.5143e-05,2.8606e-10
-0.00022338,0.4125,0.4875,0,26.736,0.00035164,-5.288e-05,2.1451e-11
-0.00015344,0.4125,0.5125,0,27.736,-6.7712e-06,-3.8845e-05,-2.8332e-10
-5.9153e-05,0.4125,0.5375,0,28.728,-0.00038967,-1.0297e-05,-6.0613e-10
5.9435e-05,0.4125,0.5625,0,29.715,-0.00080025,2.6039e-05,-9.3845e-10
0.00020236,0.4125,0.5875,0,30.701,-0.0012412,6.4001e-05,-1.2761e-09
0.00036967,0.4125,0.6125,0,31.689,-0.0017144,9.7976e-05,-1.6164e-09
0.00056137,0.4125,0.6375,0,32.679,-0.0022196,0.00012305,-1.9577e-09
0.00077729,0.4125,0.6625,0,33.667,-0.0027543,0.00013542,-2.2985e-09
0.001017,0.4125,0.6875,0,34.643,-0.0033125,0.00013303,-2.6373e-09
0.0012795,0.4125,0.7125,0,35.594,-0.0038839,0.00011638,-2.9724e-09
0.0015636,0.4125,0.7375,0,36.502,-0.0044526,8.8961e-05,-3.3014e-09
0.0018677,0.4125,0.7625,0,37.349,-0.0049954,5.7103e-05,-3.6214e-09
0.0021896,0.4125,0.7875,0,38.118,-0.0054793,2.8794e-05,-3.9284e-09
0.0025275,0.4125,0.8125,0,38.797,-0.0058602,1.1465e-05,-4.2177e-09
0.0028793,0.4125,0.8375,0,39.378,-0.006084,9.2581e-06,-4.484e-09
0.003243,0.4125,0.8625,0,39.856,-0.0060913,2.0767e-05,-4.7216e-09
0.0036169,0.4125,0.8875,0,40.227,-0.0058248,3.8541e-05,-4.9247e-09
0.0039989,0.4125,0.9125,0,40.494,-0.0052359,5.1408e-05,-5.0882e-09
0.004387,0.4125,0.9375,0,40.661,-0.0042857,4.9704e-05,-5.2079e-09
0.004779,0.4125,0.9625,0,40.745,-0.0029377,3.1886e-05,-5.2806e-09
0.0051732,0.4125,0.9875,0,40.769,-0.0011462,9.7362e-06,-5.3049e-09
0.0026067,0.4375,0.0125,0,13.277,0.001109,3.0631e-05,8.0282e-09
0.0023196,0.4375,0.0375,0,13.313,0.0029971,0.0001524,5.2541e-09
0.0020368,0.4375,0.0625,0,13.431,0.0045026,0.00037843,5.1326e-09
0.0017621,0.4375,0.0875,0,13.66,0.0055691,0.00066334,4.9767e-09
0.0014987,0.4375,0.1125,0,14.008,0.0061746,0.00094796,4.79e-09
0.0012491,0.4375,0.1375,0,14.468,0.0063518,0.0011785,4.5761e-09
0.0010148,0.4375,0.1625,0,15.018,0.0061806,0.0013196,4.3385e-09
0.0007966,0.4375,0.1875,0,15.641,0.0057653,0.0013577,4.0801e-09
0.00059509,0.4375,0.2125,0,16.323,0.0052104,0.0012984,3.8034e-09
0.00041097,0.4375,0.2375,0,17.063,0.0046036,0.0011604,3.5102e-09
0.00024529,0.4375,0.2625,0,17.864,0.0040069,0.0009695,3.2017e-09
9.9386e-05,0.4375,0.2875,0,18.727,0.0034552,0.00075327,2.8785e-09
-2.523e-05,0.4375,0.3125,0,19.651,0.0029609,0.00053695,2.5406e-09
-0.00012715,0.4375,0.3375,0,20.625,0.0025207,0.00034057,2.1872e-09
-0.00020526,0.4375,0.3625,0,21.635,0.0021229,0.00017762,1.8162e-09
-0.00025884,0.4375,0.3875,0,22.665,0.0017535,5.4896e-05,1.4233e-09
-0.00028755,0.4375,0.4125,0,23.7,0.0013994,-2.6512e-05,1.0008e-09
-0.00029136,0.4375,0.4375,0,24.731,0.00105,-6.9784e-05,5.4003e-10
-0.00027038,0.4375,0.4625,0,25.75,0.00069774,-8.0774e-05,1.5684e-08
-0.00022482,0.4375,0.4875,0,26.757,0.00033675,-6.6667e-05,1.8203e-11
-0.00015485,0.4375,0.5125,0,27.754,-3.7533e-05,-3.5046e-05,-2.8703e-10
-6.054e-05,0.4375,0.5375,0,28.744,-0.00042911,6.6157e-06,-6.0794e-10
5.8122e-05,0.4375,0.5625,0,29.732,-0.00084166,5.1132e-05,-9.3826e-10
0.00020124,0.4375,0.5875,0,30.725,-0.0012783,9.1657e-05,-1.2741e-09
0.00036892,0.4375,0.6125,0,31.723,-0.0017414,0.00012182,-1.613e-09
0.00056122,0.4375,0.6375,0,32.726,-0.0022319,0.00013611,-1.953e-09
0.00077795,0.4375,0.6625,0,33.729,-0.0027488,0.00013059,-2.2927e-09
0.0010186,0.4375,0.6875,0,34.72,-0.0032889,0.00010392,-2.6305e-09
0.0012822,0.4375,0.7125,0,35.683,-0.0038452,5.8257e-05,-2.9646e-09
0.0015674,0.4375,0.7375,0,36.599,-0.0044056,-1.0363e-07,-3.2926e-09
0.0018724,0.4375,0.7625,0,37.45,-0.0049496,-6.1138e-05,-3.6114e-09
0.0021952,0.4375,0.7875,0,38.22,-0.0054452,-0.0001127,-3.9171e-09
0.0025338,0.4375,0.8125,0,38.899,-0.0058462,-0.00014342,-4.205e-09
0.0028863,0.4375,0.8375,0,39.48,-0.0060929,-0.00014622,-4.4698e-09
0.0032509,0.4375,0.8625,0,39.96,-0.0061186,-0.00012148,-4.7059e-09
0.0036259,0.4375,0.8875,0,40.335,-0.0058586,-7.8199e-05,-4.9077e-09
0.0040095,0.4375,0.9125,0,40.605,-0.0052613,-3.1954e-05,-5.07e-09
0.0043994,0.4375,0.9375,0,40.776,-0.0042916,9.3927e-07,-5.1887e-09
0.0047936,0.4375,0.9625,0,40.861,-0.0029246,1.1549e-05,-5.2609e-09
0.0051901,0.4375,0.9875,0,40.886,-0.001131,5.4492e-06,-5.285e-09
0.0025961,0.4625,0.0125,0,13.419,0.0010619,1.6392e-05,7.9945e-09
0.0023109,0.4625,0.0375,0,13.45,0.0028486,9.0169e-05,5.231e-09
0.0020302,0.4625,0.0625,0,13.555,0.0042756,0.00023973,5.109e-09
0.0017574,0.4625,0.0875,0,13.761,0.0053105,0.0004405,4.9525e-09
0.0014956,0.4625,0.1125,0,14.078,0.005938,0.00065102,4.7652e-09
0.001247,0.4625,0.1375,0,14.504,0.0061805,0.00082832,4.5508e-09
0.0010131,0.4625,0.1625,0,15.024,0.0060986,0.00094054,4.3129e-09
0.00079484,0.4625,0.1875,0,15.626,0.0057769,0.00097274,4.0546e-09
0.00059295,0.4625,0.2125,0,16.301,0.0053043,0.00092647,3.7783e-09
0.00040836,0.4625,0.2375,0,17.046,0.0047584,0.00081578,3.486e-09
0.0002423,0.4625,0.2625,0,17.859,0.0041968,0.00066201,3.1787e-09
9.6241e-05,0.4625,0.2875,0,18.739,0.0036547,0.00048881,2.8572e-09
-2.8284e-05,0.4625,0.3125,0,19.678,0.0031485,0.00031794,2.5214e-09
-0.00012991,0.4625,0.3375,0,20.664,0.0026808,0.00016656,2.1704e-09
-0.00020761,0.4625,0.3625,0,21.681,0.0022464,4.5905e-05,1.8018e-09
-0.00026076,0.4625,0.3875,0,22.712,0.0018374,-3.8768e-05,1.4091e-09
-0.00028908,0.4625,0.4125,0,23.743,0.0014453,-8.7222e-05,9.725e-10
-0.0002926,0.4625,0.4375,0,24.767,0.001063,-0.0001029,1.6029e-08
-0.00027144,0.4625,0.4625,0,25.779,0.00068439,-9.1532e-05,3.409e-10
-0.0002258,0.4625,0.4875,0,26.779,0.0003045,-6.0045e-05,3.6298e-11
-0.00015579,0.4625,0.5125,0,27.771,-8.1101e-05,-1.5854e-05,-2.7872e-10
-6.1449e-05,0.4625,0.5375,0,28.761,-0.00047653,3.3472e-05,-6.0316e-10
5.732e-05,0.4625,0.5625,0,29.753,-0.00088561,8.0331e-05,-9.3451e-10
0.00020068,0.4625,0.5875,0,30.753,-0.0013118,0.00011721,-1.2704e-09
0.0003688,0.4625,0.6125,0,31.762,-0.0017579,0.000137,-1.609e-09
0.00056174,0.4625,0.6375,0,32.779,-0.0022264,0.00013369,-1.9485e-09
0.00077931,0.4625,0.6625,0,33.796,-0.0027186,0.00010343,-2.2877e-09
0.0010209,0.4625,0.6875,0,34.798,-0.0032348,4.5809e-05,-2.6249e-09
0.0012856,0.4625,0.7125,0,35.769,-0.0037728,-3.4957e-05,-2.9583e-09
0.0015717,0.4625,0.7375,0,36.689,-0.0043251,-0.00012944,-3.2854e-09
0.0018774,0.4625,0.7625,0,37.54,-0.0048749,-0.00022358,-3.6032e-09
0.0022008,0.4625,0.7875,0,38.309,-0.0053912,-0.00030079,-3.9077e-09
0.0025398,0.4625,0.8125,0,38.987,-0.0058249,-0.00034542,-4.1943e-09
0.0028928,0.4625,0.8375,0,39.569,-0.0061097,-0.00034716,-4.4576e-09
0.0032581,0.4625,0.8625,0,40.054,-0.0061687,-0.00030502,-4.6921e-09
0.0036341,0.4625,0.8875,0,40.436,-0.0059273,-0.00022946,-4.8924e-09
0.004019,0.4625,0.9125,0,40.713,-0.0053274,-0.00014093,-5.0535e-09
0.0044108,0.4625,0.9375,0,40.89,-0.0043357,-6.363e-05,-5.1712e-09
0.0048071,0.4625,0.9625,0,40.978,-0.0029389,-1.5849e-05,-5.2428e-09
0.0052058,0.4625,0.9875,0,41.004,-0.001126,-4.5528e-07,-5.2667e-09
0.0025846,0.4875,0.0125,0,13.554,0.0010405,5.008e-06,7.9582e-09
0.0023014,0.4875,0.0375,0,13.583,0.0027619,3.9368e-05,5.2063e-09
0.0020228,0.4875,0.0625,0,13.679,0.0041281,0.000124,5.0839e-09
0.0017517,0.4875,0.0875,0,13.869,0.0051307,0.00025046,4.9268e-09
0.0014912,0.4875,0.1125,0,14.165,0.0057653,0.00039247,4.739e-09
0.0012433,0.4875,0.1375,0,14.567,0.0060506,0.00051787,4.5243e-09
0.0010096,0.4875,0.1625,0,15.067,0.0060342,0.00059999,4.2863e-09
0.00079118,0.4875,0.1875,0,15.656,0.0057849,0.00062423,4.0283e-09
0.00058904,0.4875,0.2125,0,16.327,0.0053774,0.00058945,3.7527e-09
0.00040426,0.4875,0.2375,0,17.076,0.0048799,0.00050554,3.4616e-09
0.00023822,0.4875,0.2625,0,17.899,0.0043453,0.00038922,3.1562e-09
9.2414e-05,0.4875,0.2875,0,18.789,0.003809,0.00025962,2.8374e-09
-3.1636e-05,0.4875,0.3125,0,19.737,0.0032903,0.00013447,2.5055e-09
-0.00013266,0.4875,0.3375,0,20.727,0.0027973,2.7574e-05,2.1605e-09
-0.00020972,0.4875,0.3625,0,21.742,0.0023305,-5.232e-05,1.8021e-09
-0.00026228,0.4875,0.3875,0,22.767,0.0018872,-0.0001015,1.4308e-09
-0.00029014,0.4875,0.4125,0,23.79,0.0014629,-0.00012042,1.0534e-09
-0.00029334,0.4875,0.4375,0,24.804,0.0010532,-0.00011258,7.0839e-10
-0.000272,0.4875,0.4625,0,25.807,0.0006536,-8.3388e-05,3.8223e-10
-0.00022627,0.4875,0.4875,0,26.8,0.00025979,-3.9368e-05,6.0135e-11
-0.00015623,0.4875,0.5125,0,27.789,-0.00013224,1.2292e-05,-2.6481e-10
-6.1827e-05,0.4875,0.5375,0,28.779,-0.00052635,6.3922e-05,-5.9443e-10
5.7087e-05,0.4875,0.5625,0,29.776,-0.0009262,0.00010747,-9.2838e-10
0.00020074,0.4875,0.5875,0,30.785,-0.0013353,0.00013475,-1.2656e-09
0.00036933,0.4875,0.6125,0,31.806,-0.0017574,0.00013798,-1.6047e-09
0.00056293,0.4875,0.6375,0,32.835,-0.0021964,0.00011077,-1.9445e-09
0.00078131,0.4875,0.6625,0,33.863,-0.0026571,4.9584e-05,-2.2837e-09
0.0010238,0.4875,0.6875,0,34.873,-0.0031443,-4.476e-05,-2.6207e-09
0.0012893,0.4875,0.7125,0,35.848,-0.0036616,-0.00016571,-2.9537e-09
0.0015761,0.4875,0.7375,0,36.766,-0.0042071,-0.00030048,-3.2803e-09
0.0018823,0.4875,0.7625,0,37.613,-0.0047684,-0.00043086,-3.5972e-09
0.0022059,0.4875,0.7875,0,38.377,-0.0053156,-0.00053569,-3.9005e-09
0.0025451,0.4875,0.8125,0,39.053,-0.0057966,-0.00059491,-4.1857e-09
0.0028984,0.4875,0.8375,0,39.64,-0.0061366,-0.00059456,-4.4474e-09
0.0032643,0.4875,0.8625,0,40.133,-0.0062468,-0.00053172,-4.6804e-09
0.0036413,0.4875,0.8875,0,40.528,-0.0060387,-0.00041784,-4.8791e-09
0.0040277,0.4875,0.9125,0,40.818,-0.0054441,-0.00027825,-5.0388e-09
0.0044212,0.4875,0.9375,0,41.004,-0.0044283,-0.00014619,-5.1554e-09
0.0048196,0.4875,0.9625,0,41.098,-0.0029887,-5.1486e-05,-5.2263e-09
0.0052204,0.4875,0.9875,0,41.125,-0.0011347,-8.2857e-06,-5.25e-09
0.0025719,0.5125,0.0125,0,13.685,0.0010393,-3.7705e-06,7.9204e-09
0.0022909,0.5125,0.0375,0,13.712,0.0027256,-6.0829e-07,5.1807e-09
0.0020143,0.5125,0.0625,0,13.803,0.004048,3.1112e-05,5.0578e-09
0.0017449,0.5125,0.0875,0,13.983,0.0050204,9.5057e-05,4.9002e-09
0.0014855,0.5125,0.1125,0,14.265,0.0056512,0.00017741,4.7119e-09
0.0012382,0.5125,0.1375,0,14.652,0.0059606,0.00025596,4.4969e-09
0.0010047,0.5125,0.1625,0,15.139,0.0059883,0.00030974,4.259e-09
0.00078629,0.5125,0.1875,0,15.72,0.0057906,0.00032574,4.0013e-09
0.0005841,0.5125,0.2125,0,16.39,0.005431,0.00030117,3.7267e-09
0.00039941,0.5125,0.2375,0,17.142,0.004969,0.00024235,3.4372e-09
0.00023369,0.5125,0.2625,0,17.971,0.0044533,0.00016154,3.1341e-09
8.8454e-05,0.5125,0.2875,0,18.867,0.0039189,7.3236e-05,2.8187e-09
-3.4861e-05,0.5125,0.3125,0,19.816,0.0033878,-9.0462e-06,2.4916e-09
-0.00013508,0.5125,0.3375,0,20.803,0.0028725,-7.4942e-05,2.1536e-09
-0.00021137,0.5125,0.3625,0,21.811,0.0023784,-0.00011816,1.8056e-09
-0.00026329,0.5125,0.3875,0,22.826,0.0019067,-0.0001364,1.4505e-09
-0.00029067,0.5125,0.4125,0,23.837,0.0014566,-0.00013065,1.0944e-09
-0.00029355,0.5125,0.4375,0,24.84,0.0010254,-0.0001043,7.4943e-10
-0.00027204,0.5125,0.4625,0,25.833,0.00061025,-6.2343e-05,4.1383e-10
-0.00022623,0.5125,0.4875,0,26.821,0.00020766,-1.0889e-05,8.1994e-11
-0.00015613,0.5125,0.5125,0,27.808,-0.00018572,4.3058e-05,-2.5016e-10
-6.1636e-05,0.5125,0.5375,0,28.8,-0.00057311,9.1666e-05,-5.8451e-10
5.7465e-05,0.5125,0.5625,0,29.804,-0.00095773,0.0001264,-9.2141e-10
0.00020144,0.5125,0.5875,0,30.821,-0.0013431,0.00013843,-1.2604e-09
0.00037052,0.5125,0.6125,0,31.853,-0.0017338,0.00011941,-1.6007e-09
0.00056475,0.5125,0.6375,0,32.891,-0.0021362,6.2829e-05,-1.9413e-09
0.00078383,0.5125,0.6625,0,33.926,-0.002559,-3.4283e-05,-2.2809e-09
0.001027,0.5125,0.6875,0,34.939,-0.0030128,-0.0001696,-2.6181e-09
0.001293,0.5125,0.7125,0,35.91,-0.0035077,-0.0003341,-2.9511e-09
0.0015801,0.5125,0.7375,0,36.821,-0.0040487,-0.00051163,-3.2772e-09
0.0018864,0.5125,0.7625,0,37.658,-0.0046281,-0.00067998,-3.5934e-09
0.00221,0.5125,0.7875,0,38.415,-0.0052175,-0.00081365,-3.8956e-09
0.0025492,0.5125,0.8125,0,39.091,-0.005761,-0.00088815,-4.1793e-09
0.0029027,0.5125,0.8375,0,39.685,-0.0061751,-0.00088556,-4.4394e-09
0.0032692,0.5125,0.8625,0,40.194,-0.0063564,-0.00080024,-4.6706e-09
0.0036473,0.5125,0.8875,0,40.608,-0.0061996,-0.00064358,-4.8676e-09
0.0040353,0.5125,0.9125,0,40.917,-0.0056211,-0.00044529,-5.0257e-09
0.0044309,0.5125,0.9375,0,41.117,-0.0045804,-0.00024831,-5.1412e-09
0.0048313,0.5125,0.9625,0,41.22,-0.0030833,-9.6358e-05,-5.2113e-09
0.0052341,0.5125,0.9875,0,41.25,-0.0011613,-1.8328e-05,-5.2347e-09
0.0025578,0.5375,0.0125,0,13.812,0.0010533,-1.0223e-05,7.8817e-09
0.002279,0.5375,0.0375,0,13.838,0.0027289,-3.0699e-05,5.1545e-09
0.0020046,0.5375,0.0625,0,13.926,0.0040226,-4.0278e-05,5.0312e-09
0.0017369,0.5375,0.0875,0,14.1,0.0049681,-2.6529e-05,4.8731e-09
0.0014787,0.5375,0.1125,0,14.374,0.005588,6.6067e-06,4.6843e-09
0.0012321,0.5375,0.1375,0,14.752,0.0059064,4.5517e-05,4.4691e-09
0.00099892,0.5375,0.1625,0,15.233,0.0059593,7.4871e-05,4.2312e-09
0.00078066,0.5375,0.1875,0,15.81,0.0057947,8.3752e-05,3.9741e-09
0.00057866,0.5375,0.2125,0,16.48,0.0054668,6.8495e-05,3.7005e-09
0.00039434,0.5375,0.2375,0,17.234,0.0050282,3.244e-05,3.4126e-09
0.00022921,0.5375,0.2625,0,18.065,0.0045237,-1.6258e-05,3.1122e-09
8.4755e-05,0.5375,0.2875,0,18.961,0.003988,-6.7508e-05,2.8003e-09
-3.7662e-05,0.5375,0.3125,0,19.907,0.0034453,-0.00011186,2.4781e-09
-0.00013698,0.5375,0.3375,0,20.885,0.0029113,-0.00014221,2.1466e-09
-0.00021246,0.5375,0.3625,0,21.882,0.0023951,-0.00015449,1.8073e-09
-0.00026373,0.5375,0.3875,0,22.883,0.0019014,-0.00014762,1.4628e-09
-0.00029065,0.5375,0.4125,0,23.881,0.0014315,-0.00012297,1.1169e-09
-0.00029323,0.5375,0.4375,0,24.872,0.00098486,-8.3709e-05,7.7448e-10
-0.00027156,0.5375,0.4625,0,25.858,0.00055958,-3.4436e-05,4.359e-10
-0.00022565,0.5375,0.4875,0,26.841,0.00015334,1.9095e-05,9.9262e-11
-0.00015547,0.5375,0.5125,0,27.828,-0.00023623,6.9984e-05,-2.3741e-10
-6.0852e-05,0.5375,0.5375,0,28.824,-0.00061142,0.00011019,-5.7533e-10
5.8472e-05,0.5375,0.5625,0,29.834,-0.00097472,0.00013074,-9.1486e-10
0.00020279,0.5375,0.5875,0,30.86,-0.0013297,0.00012228,-1.2558e-09
0.00037232,0.5375,0.6125,0,31.899,-0.0016821,7.6167e-05,-1.5975e-09
0.00056706,0.5375,0.6375,0,32.943,-0.0020413,-1.3926e-05,-1.9392e-09
0.00078664,0.5375,0.6625,0,33.979,-0.0024207,-0.0001501,-2.2796e-09
0.0010302,0.5375,0.6875,0,34.987,-0.0028375,-0.00032835,-2.6174e-09
0.0012963,0.5375,0.7125,0,35.948,-0.0033096,-0.0005372,-2.9504e-09
0.0015833,0.5375,0.7375,0,36.844,-0.003849,-0.00075746,-3.2763e-09
0.0018893,0.5375,0.7625,0,37.668,-0.0044534,-0.00096344,-3.5917e-09
0.0022125,0.5375,0.7875,0,38.416,-0.005096,-0.0011259,-3.8928e-09
0.0025515,0.5375,0.8125,0,39.092,-0.0057176,-0.0012162,-4.1749e-09
0.0029052,0.5375,0.8375,0,39.699,-0.006225,-0.0012123,-4.4332e-09
0.0032725,0.5375,0.8625,0,40.231,-0.0064993,-0.0011048,-4.6624e-09
0.0036521,0.5375,0.8875,0,40.673,-0.0064146,-0.00090361,-4.8575e-09
0.0040421,0.5375,0.9125,0,41.01,-0.0058667,-0.00064134,-5.0139e-09
0.0044399,0.5375,0.9375,0,41.231,-0.0048025,-0.0003706,-5.128e-09
0.0048425,0.5375,0.9625,0,41.345,-0.0032326,-0.0001512,-5.1972e-09
0.0052472,0.5375,0.9875,0,41.38,-0.0012105,-3.0845e-05,-5.2203e-09
0.002542,0.5625,0.0125,0,13.936,0.0010782,-1.4657e-05,7.8428e-09
0.0022657,0.5625,0.0375,0,13.962,0.0027619,-5.2075e-05,5.1282e-09
0.0019935,0.5625,0.0625,0,14.048,0.0040394,-9.2333e-05,5.0043e-09
0.0017276,0.5625,0.0875,0,14.22,0.0049622,-0.00011694,4.8457e-09
0.0014708,0.5625,0.1125,0,14.49,0.0055661,-0.00012225,4.6565e-09
0.0012251,0.5625,0.1375,0,14.864,0.0058819,-0.00011477,4.441e-09
0.00099247,0.5625,0.1625,0,15.342,0.0059445,-0.00010477,4.2032e-09
0.00077465,0.5625,0.1875,0,15.918,0.0057968,-0.00010095,3.9465e-09
0.00057312,0.5625,0.2125,0,16.588,0.0054864,-0.00010741,3.674e-09
0.00038942,0.5625,0.2375,0,17.343,0.0050605,-0.00012328,3.3879e-09
0.00022509,0.5625,0.2625,0,18.173,0.0045609,-0.00014404,3.0899e-09
8.1571e-05,0.5625,0.2875,0,19.064,0.0040217,-0.00016359,2.7816e-09
-3.9862e-05,0.5625,0.3125,0,20.001,0.0034686,-0.00017616,2.4639e-09
-0.00013825,0.5625,0.3375,0,20.968,0.0029197,-0.00017752,2.1381e-09
-0.00021294,0.5625,0.3625,0,21.95,0.002387,-0.00016555,1.8056e-09
-0.0002636,0.5625,0.3875,0,22.936,0.0018772,-0.00014014,1.4683e-09
-0.00029009,0.5625,0.4125,0,23.921,0.0013937,-0.00010288,1.1287e-09
-0.0002924,0.5625,0.4375,0,24.902,0.00093726,-5.6762e-05,7.8912e-10
-0.00027056,0.5625,0.4625,0,25.881,0.00050716,-6.0093e-06,4.5024e-10
-0.00022455,0.5625,0.4875,0,26.862,0.00010232,4.3902e-05,1.116e-10
-0.00015426,0.5625,0.5125,0,27.851,-0.00027834,8.6136e-05,-2.2761e-10
-5.9469e-05,0.5625,0.5375,0,28.852,-0.00063588,0.0001125,-5.6795e-10
6.0093e-05,0.5625,0.5625,0,29.868,-0.00097203,0.00011372,-9.096e-10
0.00020472,0.5625,0.5875,0,30.899,-0.0012904,8.0253e-05,-1.2523e-09
0.00037459,0.5625,0.6125,0,31.942,-0.0015985,3.524e-06,-1.5956e-09
0.00056964,0.5625,0.6375,0,32.985,-0.001909,-0.00012223,-1.9385e-09
0.0007894,0.5625,0.6625,0,34.014,-0.002241,-0.00029796,-2.2799e-09
0.0010329,0.5625,0.6875,0,35.009,-0.002619,-0.00051792,-2.6183e-09
0.0012986,0.5625,0.7125,0,35.951,-0.0030687,-0.00076849,-2.9516e-09
0.0015849,0.5625,0.7375,0,36.826,-0.00361,-0.0010281,-3.2772e-09
0.00189,0.5625,0.7625,0,37.631,-0.004246,-0.0012685,-3.5918e-09
0.0022124,0.5625,0.7875,0,38.369,-0.0049519,-0.0014577,-3.8916e-09
0.002551,0.5625,0.8125,0,39.049,-0.0056654,-0.0015637,-4.172e-09
0.0029051,0.5625,0.8375,0,39.674,-0.0062845,-0.0015605,-4.4282e-09
0.0032737,0.5625,0.8625,0,40.237,-0.006674,-0.0014339,-4.6551e-09
0.0036554,0.5625,0.8875,0,40.719,-0.0066848,-0.0011902,-4.848e-09
0.0040481,0.5625,0.9125,0,41.094,-0.0061862,-0.00086259,-5.0025e-09
0.0044486,0.5625,0.9375,0,41.345,-0.0051041,-0.00051216,-5.1151e-09
0.0048537,0.5625,0.9625,0,41.476,-0.0034463,-0.00021629,-5.1834e-09
0.0052604,0.5625,0.9875,0,41.516,-0.0012874,-4.6048e-05,-5.2061e-09
0.0025246,0.5875,0.0125,0,14.058,0.0011102,-1.7416e-05,7.8039e-09
0.0022509,0.5875,0.0375,0,14.084,0.002816,-6.6113e-05,5.1018e-09
0.001981,0.5875,0.0625,0,14.17,0.0040873,-0.0001278,4.9774e-09
0.0017171,0.5875,0.0875,0,14.341,0.0049911,-0.00018005,4.8182e-09
0.0014618,0.5875,0.1125,0,14.61,0.0055761,-0.0002136,4.6285e-09
0.0012173,0.5875,0.1375,0,14.983,0.0058802,-0.00022928,4.4127e-09
0.00098556,0.5875,0.1625,0,15.46,0.0059401,-0.00023313,4.175e-09
0.00076849,0.5875,0.1875,0,16.037,0.0057961,-0.00023181,3.9188e-09
0.00056773,0.5875,0.2125,0,16.707,0.0054915,-0.00022968,3.6473e-09
0.00038489,0.5875,0.2375,0,17.461,0.0050695,-0.00022794,3.3629e-09
0.00022153,0.5875,0.2625,0,18.286,0.0045698,-0.00022521,3.0673e-09
7.9047e-05,0.5875,0.2875,0,19.169,0.0040259,-0.00021886,2.7621e-09
-4.1376e-05,0.5875,0.3125,0,20.094,0.0034643,-0.00020628,2.4485e-09
-0.00013886,0.5875,0.3375,0,21.046,0.0029048,-0.0001857,2.1275e-09
-0.00021281,0.5875,0.3625,0,22.012,0.0023608,-0.00015657,1.8003e-09
-0.00026291,0.5875,0.3875,0,22.984,0.0018409,-0.00011956,1.4685e-09
-0.00028902,0.5875,0.4125,0,23.956,0.0013496,-7.6406e-05,1.1335e-09
-0.00029109,0.5875,0.4375,0,24.929,0.00088877,-2.9905e-05,7.9662e-10
-0.00026909,0.5875,0.4625,0,25.904,0.00045896,1.6039e-05,4.586e-10
-0.00022294,0.5875,0.4875,0,26.884,6.0443e-05,5.621e-05,1.1948e-10
-0.00015249,0.5875,0.5125,0,27.875,-0.0003064,8.3914e-05,-2.2094e-10
-5.7512e-05,0.5875,0.5375,0,28.88,-0.00064128,9.1008e-05,-5.6282e-10
6.2273e-05,0.5875,0.5625,0,29.901,-0.00094515,6.8305e-05,-9.0607e-10
0.00020712,0.5875,0.5875,0,30.934,-0.001222,6.4926e-06,-1.2504e-09
0.00037716,0.5875,0.6125,0,31.974,-0.0014813,-0.00010241,-1.5951e-09
0.00057221,0.5875,0.6375,0,33.009,-0.0017397,-0.0002632,-1.9393e-09
0.00079169,0.5875,0.6625,0,34.022,-0.0020223,-0.00047548,-2.2818e-09
0.0010345,0.5875,0.6875,0,34.994,-0.0023612,-0.00073192,-2.6208e-09
0.0012992,0.5875,0.7125,0,35.909,-0.0027904,-0.0010173,-2.9543e-09
0.0015841,0.5875,0.7375,0,36.757,-0.0033372,-0.0013087,-3.2795e-09
