"P","Points:0","Points:1","Points:2","T","U","V","div"
0.0036415,0.0125,0.0125,0,6.1045,0.00017143,-0.00017143,9.8448e-09
0.003173,0.0125,0.0375,0,6.2154,0.00031162,-0.00065449,7.3236e-09
0.0027395,0.0125,0.0625,0,6.4512,0.00033554,-0.0013016,7.2242e-09
0.002337,0.0125,0.0875,0,6.7761,0.0003289,-0.0019661,7.0834e-09
0.0019626,0.0125,0.1125,0,7.1371,0.0003234,-0.0026184,6.9009e-09
0.0016158,0.0125,0.1375,0,7.4959,0.00032134,-0.0032631,6.677e-09
0.0012978,0.0125,0.1625,0,7.8367,0.00031775,-0.0039022,6.4124e-09
0.0010101,0.0125,0.1875,0,8.1574,0.00030896,-0.0045289,6.1081e-09
0.00075377,0.0125,0.2125,0,8.4603,0.00029405,-0.0051319,5.7661e-09
0.00052947,0.0125,0.2375,0,8.7481,0.00027412,-0.0057001,5.3884e-09
0.00033701,0.0125,0.2625,0,9.0229,0.00025136,-0.0062256,4.978e-09
0.00017556,0.0125,0.2875,0,9.2868,0.00022812,-0.0067051,4.5377e-09
4.3896e-05,0.0125,0.3125,0,9.5421,0.0002063,-0.0071395,4.071e-09
-5.9359e-05,0.0125,0.3375,0,9.7911,0.00018707,-0.0075329,3.581e-09
-0.00013547,0.0125,0.3625,0,10.036,0.00017082,-0.0078908,3.0714e-09
-0.00018547,0.0125,0.3875,0,10.28,0.00015736,-0.0082189,2.5454e-09
-0.00021006,0.0125,0.4125,0,10.524,0.00014609,-0.0085224,2.0062e-09
-0.00020965,0.0125,0.4375,0,10.77,0.00013622,-0.0088047,1.457e-09
-0.00018438,0.0125,0.4625,0,11.018,0.00012693,-0.0090679,9.0075e-10
-0.00013422,0.0125,0.4875,0,11.271,0.00011749,-0.0093123,3.402e-10
-5.9056e-05,0.0125,0.5125,0,11.528,0.00010725,-0.009537,-2.2205e-10
4.1258e-05,0.0125,0.5375,0,11.79,9.5703e-05,-0.00974,-7.8373e-10
0.0001668,0.0125,0.5625,0,12.057,8.2419e-05,-0.0099181,-1.3429e-09
0.00031752,0.0125,0.5875,0,12.329,6.7044e-05,-0.010068,-1.898e-09
0.0004932,0.0125,0.6125,0,12.607,4.9262e-05,-0.010184,-2.448e-09
0.0006934,0.0125,0.6375,0,12.889,2.8784e-05,-0.010262,-2.9924e-09
0.00091737,0.0125,0.6625,0,13.176,5.3266e-06,-0.010296,-3.5307e-09
0.0011641,0.0125,0.6875,0,13.469,-2.1396e-05,-0.01028,-4.0628e-09
0.001432,0.0125,0.7125,0,13.768,-5.1709e-05,-0.010207,-4.5879e-09
0.0017194,0.0125,0.7375,0,14.072,-8.6057e-05,-0.010069,-5.1045e-09
0.0020237,0.0125,0.7625,0,14.382,-0.00012517,-0.0098578,-5.6097e-09
0.0023421,0.0125,0.7875,0,14.699,-0.00017039,-0.0095623,-6.0987e-09
0.0026708,0.0125,0.8125,0,15.024,-0.00022418,-0.0091677,-6.565e-09
0.0030049,0.0125,0.8375,0,15.355,-0.00029089,-0.0086526,-7.0001e-09
0.0033374,0.0125,0.8625,0,15.688,-0.00037762,-0.0079841,-7.3941e-09
0.0036575,0.0125,0.8875,0,16.012,-0.00049432,-0.0071122,-7.7367e-09
0.0039472,0.0125,0.9125,0,16.3,-0.00065065,-0.0059672,-8.0179e-09
0.0041753,0.0125,0.9375,0,16.5,-0.00084149,-0.0044751,-8.229e-09
0.0042888,0.0125,0.9625,0,16.53,-0.0009974,-0.0026362,-8.3635e-09
0.0042108,0.0125,0.9875,0,16.336,-0.00081939,-0.00081939,-8.4177e-09
0.0036396,0.0375,0.0125,0,7.1255,0.00069645,-0.00035358,7.4149e-09
0.0031839,0.0375,0.0375,0,7.3441,0.0012524,-0.0013363,4.8978e-09
0.0027581,0.0375,0.0625,0,7.8278,0.001375,-0.0026694,4.8241e-09
0.0023582,0.0375,0.0875,0,8.4961,0.0013657,-0.0040812,4.7225e-09
0.0019835,0.0375,0.1125,0,9.23,0.0013405,-0.0054828,4.5931e-09
0.0016351,0.0375,0.1375,0,9.9487,0.0013133,-0.0068471,4.4361e-09
0.0013145,0.0375,0.1625,0,10.623,0.0012713,-0.0081535,4.2522e-09
0.0010236,0.0375,0.1875,0,11.253,0.0012063,-0.0093777,4.0424e-09
0.00076407,0.0375,0.2125,0,11.845,0.0011194,-0.010497,3.808e-09
0.00053684,0.0375,0.2375,0,12.405,0.0010182,-0.011498,3.5506e-09
0.000342,0.0375,0.2625,0,12.936,0.00091242,-0.012378,3.2721e-09
0.0001788,0.0375,0.2875,0,13.444,0.00081058,-0.013142,2.9744e-09
4.5909e-05,0.0375,0.3125,0,13.934,0.00071854,-0.013802,2.6599e-09
-5.819e-05,0.0375,0.3375,0,14.412,0.00063895,-0.014373,2.3306e-09
-0.00013496,0.0375,0.3625,0,14.882,0.00057172,-0.014868,1.9888e-09
-0.00018558,0.0375,0.3875,0,15.349,0.00051489,-0.015298,1.6367e-09
-0.00021089,0.0375,0.4125,0,15.816,0.00046545,-0.015672,1.2764e-09
-0.00021137,0.0375,0.4375,0,16.287,0.00042014,-0.015993,9.0985e-10
-0.0001872,0.0375,0.4625,0,16.763,0.00037587,-0.016262,5.3903e-10
-0.00013837,0.0375,0.4875,0,17.246,0.00033001,-0.01648,1.6571e-10
-6.473e-05,0.0375,0.5125,0,17.736,0.00028045,-0.016641,-2.0846e-10
3.3859e-05,0.0375,0.5375,0,18.233,0.00022558,-0.016741,-5.8205e-10
0.00015749,0.0375,0.5625,0,18.739,0.00016414,-0.016774,-9.5384e-10
0.00030614,0.0375,0.5875,0,19.251,9.5136e-05,-0.016734,-1.3229e-09
0.00047958,0.0375,0.6125,0,19.772,1.7725e-05,-0.016615,-1.6887e-09
0.00067739,0.0375,0.6375,0,20.299,-6.8842e-05,-0.016408,-2.0507e-09
0.00089883,0.0375,0.6625,0,20.832,-0.00016527,-0.016105,-2.4088e-09
0.0011428,0.0375,0.6875,0,21.372,-0.00027227,-0.0157,-2.7626e-09
0.001408,0.0375,0.7125,0,21.918,-0.00039064,-0.015183,-3.1116e-09
0.0016923,0.0375,0.7375,0,22.47,-0.00052149,-0.014546,-3.4543e-09
0.0019933,0.0375,0.7625,0,23.027,-0.00066666,-0.013781,-3.7885e-09
0.0023079,0.0375,0.7875,0,23.59,-0.00082942,-0.012876,-4.1108e-09
0.0026322,0.0375,0.8125,0,24.159,-0.0010155,-0.01182,-4.4165e-09
0.0029611,0.0375,0.8375,0,24.729,-0.0012346,-0.0106,-4.6999e-09
0.0032878,0.0375,0.8625,0,25.293,-0.0015011,-0.0092013,-4.9546e-09
0.0036025,0.0375,0.8875,0,25.83,-0.0018325,-0.0076116,-5.1738e-09
0.0038907,0.0375,0.9125,0,26.292,-0.0022374,-0.0058316,-5.3513e-09
0.0041299,0.0375,0.9375,0,26.584,-0.002674,-0.0039044,-5.4817e-09
0.0042867,0.0375,0.9625,0,26.554,-0.0029189,-0.0019894,-5.5612e-09
0.004327,0.0375,0.9875,0,26.107,-0.0021714,-0.00053266,-5.5877e-09
0.0035964,0.0625,0.0125,0,8.0278,0.0014582,-0.00040816,7.4706e-09
0.0031547,0.0625,0.0375,0,8.3358,0.0026307,-0.0015655,4.9337e-09
0.0027374,0.0625,0.0625,0,9.041,0.0029346,-0.0031703,4.8565e-09
0.0023405,0.0625,0.0875,0,10.022,0.0029369,-0.0048892,4.7512e-09
0.0019653,0.0625,0.1125,0,11.093,0.0028654,-0.0065838,4.6178e-09
0.0016142,0.0625,0.1375,0,12.13,0.0027595,-0.0081906,4.4569e-09
0.00129,0.0625,0.1625,0,13.094,0.0026077,-0.0096667,4.2693e-09
0.00099584,0.0625,0.1875,0,13.983,0.002407,-0.01098,4.056e-09
0.00073415,0.0625,0.2125,0,14.81,0.0021701,-0.012112,3.8185e-09
0.00050633,0.0625,0.2375,0,15.583,0.0019179,-0.013061,3.5585e-09
0.00031241,0.0625,0.2625,0,16.31,0.0016712,-0.01384,3.2778e-09
0.00015121,0.0625,0.2875,0,17.001,0.0014451,-0.014469,2.9784e-09
2.0869e-05,0.0625,0.3125,0,17.664,0.0012476,-0.014972,2.6626e-09
-8.0665e-05,0.0625,0.3375,0,18.309,0.0010801,-0.015372,2.3325e-09
-0.00015525,0.0625,0.3625,0,18.943,0.00093902,-0.015685,1.9902e-09
-0.00020432,0.0625,0.3875,0,19.571,0.0008182,-0.015925,1.6379e-09
-0.0002288,0.0625,0.4125,0,20.2,0.00071039,-0.0161,1.2776e-09
-0.00022912,0.0625,0.4375,0,20.832,0.00060869,-0.016213,9.1124e-10
-0.00020538,0.0625,0.4625,0,21.471,0.00050717,-0.016263,5.4078e-10
-0.00015744,0.0625,0.4875,0,22.115,0.00040119,-0.016248,1.6791e-10
-8.5042e-05,0.0625,0.5125,0,22.767,0.00028733,-0.016165,-2.0576e-10
1.2062e-05,0.0625,0.5375,0,23.427,0.00016314,-0.01601,-5.7885e-10
0.00013404,0.0625,0.5625,0,24.092,2.6911e-05,-0.015777,-9.5018e-10
0.00028091,0.0625,0.5875,0,24.763,-0.00012262,-0.015461,-1.3189e-09
0.0004525,0.0625,0.6125,0,25.439,-0.00028645,-0.015059,-1.6843e-09
0.00064839,0.0625,0.6375,0,26.119,-0.00046539,-0.014565,-2.0462e-09
0.00086785,0.0625,0.6625,0,26.8,-0.00066018,-0.013976,-2.4041e-09
0.0011098,0.0625,0.6875,0,27.482,-0.00087148,-0.013288,-2.7578e-09
0.0013729,0.0625,0.7125,0,28.163,-0.0011,-0.012496,-3.1065e-09
0.001655,0.0625,0.7375,0,28.841,-0.0013465,-0.011598,-3.4487e-09
0.0019537,0.0625,0.7625,0,29.514,-0.0016126,-0.010593,-3.7822e-09
0.0022657,0.0625,0.7875,0,30.179,-0.0019009,-0.0094803,-4.1035e-09
0.0025871,0.0625,0.8125,0,30.833,-0.0022159,-0.0082642,-4.4078e-09
0.002913,0.0625,0.8375,0,31.469,-0.0025645,-0.006954,-4.6896e-09
0.0032373,0.0625,0.8625,0,32.073,-0.002955,-0.0055689,-4.9425e-09
0.0035527,0.0625,0.8875,0,32.616,-0.0033916,-0.0041457,-5.1599e-09
0.0038496,0.0625,0.9125,0,33.044,-0.0038548,-0.0027492,-5.3358e-09
0.0041157,0.0625,0.9375,0,33.254,-0.004245,-0.0014879,-5.4649e-09
0.0043362,0.0625,0.9625,0,33.099,-0.0042223,-0.00052854,-5.5436e-09
0.0045061,0.0625,0.9875,0,32.55,-0.0027787,-7.4604e-05,-5.5699e-09
0.0035111,0.0875,0.0125,0,8.8106,0.0022351,-0.00036872,7.5435e-09
0.0030846,0.0875,0.0375,0,9.1775,0.0041003,-0.0014579,4.9797e-09
0.0026749,0.0875,0.0625,0,10.044,0.0046342,-0.0030224,4.8983e-09
0.0022803,0.0875,0.0875,0,11.262,0.0046504,-0.0047166,4.7884e-09
0.0019044,0.0875,0.1125,0,12.594,0.0044949,-0.006365,4.6502e-09
0.0015515,0.0875,0.1375,0,13.878,0.004248,-0.0078763,4.4845e-09
0.0012258,0.0875,0.1625,0,15.055,0.003916,-0.009197,4.2923e-09
0.00093158,0.0875,0.1875,0,16.127,0.0035135,-0.010299,4.0747e-09
0.00067207,0.0875,0.2125,0,17.106,0.0030731,-0.011176,3.8334e-09
0.00044861,0.0875,0.2375,0,18.007,0.0026323,-0.011844,3.57e-09
0.00026057,0.0875,0.2625,0,18.844,0.0022222,-0.012331,3.2865e-09
0.00010594,0.0875,0.2875,0,19.632,0.0018614,-0.012669,2.9849e-09
-1.7999e-05,0.0875,0.3125,0,20.386,0.0015561,-0.012891,2.6674e-09
-0.00011395,0.0875,0.3375,0,21.116,0.0013027,-0.013022,2.336e-09
-0.00018414,0.0875,0.3625,0,21.834,0.0010914,-0.013084,1.9929e-09
-0.0002301,0.0875,0.3875,0,22.547,0.00091005,-0.013088,1.6401e-09
-0.00025267,0.0875,0.4125,0,23.26,0.00074621,-0.013041,1.2797e-09
-0.0002521,0.0875,0.4375,0,23.976,0.00058924,-0.012944,9.1342e-10
-0.00022824,0.0875,0.4625,0,24.698,0.0004308,-0.012798,5.4322e-10
-0.00018072,0.0875,0.4875,0,25.426,0.00026486,-0.0126,1.7076e-10
-0.0001091,0.0875,0.5125,0,26.16,8.7409e-05,-0.012347,-2.0244e-10
-1.2994e-05,0.0875,0.5375,0,26.898,-0.00010411,-0.012036,-5.7502e-10
0.00010785,0.0875,0.5625,0,27.639,-0.00031129,-0.011663,-9.4587e-10
0.0002535,0.0875,0.5875,0,28.382,-0.00053516,-0.011228,-1.3142e-09
0.00042381,0.0875,0.6125,0,29.125,-0.00077648,-0.010727,-1.6793e-09
0.00061837,0.0875,0.6375,0,29.864,-0.0010358,-0.01016,-2.0408e-09
0.00083649,0.0875,0.6625,0,30.599,-0.0013137,-0.0095256,-2.3986e-09
0.0010771,0.0875,0.6875,0,31.325,-0.0016101,-0.0088223,-2.7521e-09
0.0013388,0.0875,0.7125,0,32.041,-0.0019252,-0.0080503,-3.1005e-09
0.0016196,0.0875,0.7375,0,32.741,-0.0022584,-0.0072109,-3.4424e-09
0.001917,0.0875,0.7625,0,33.423,-0.0026092,-0.0063077,-3.7753e-09
0.0022278,0.0875,0.7875,0,34.08,-0.0029769,-0.0053475,-4.0957e-09
0.0025485,0.0875,0.8125,0,34.706,-0.0033604,-0.0043431,-4.399e-09
0.0028745,0.0875,0.8375,0,35.291,-0.0037579,-0.0033153,-4.6795e-09
0.003201,0.0875,0.8625,0,35.819,-0.0041637,-0.0022983,-4.9309e-09
0.0035227,0.0875,0.8875,0,36.263,-0.0045603,-0.0013443,-5.147e-09
0.0038337,0.0875,0.9125,0,36.575,-0.0048976,-0.00052935,-5.3216e-09
0.0041284,0.0875,0.9375,0,36.681,-0.0050379,4.5017e-05,-5.4497e-09
0.0044026,0.0875,0.9625,0,36.494,-0.0046158,0.00027213,-5.5278e-09
0.0046629,0.0875,0.9875,0,36.053,-0.0027101,0.00014318,-5.5539e-09
0.0033938,0.1125,0.0125,0,9.4839,0.0028728,-0.00026905,7.6275e-09
0.0029833,0.1125,0.0375,0,9.8738,0.0054094,-0.0011267,5.0318e-09
0.0025808,0.1125,0.0625,0,10.823,0.0061998,-0.002437,4.9458e-09
0.002189,0.1125,0.0875,0,12.182,0.006231,-0.0038889,4.8307e-09
0.0018142,0.1125,0.1125,0,13.681,0.0059616,-0.0052878,4.6872e-09
0.0014626,0.1125,0.1375,0,15.124,0.0055303,-0.0065255,4.5161e-09
0.0011399,0.1125,0.1625,0,16.434,0.0049763,-0.0075474,4.3187e-09
0.00085098,0.1125,0.1875,0,17.604,0.0043414,-0.008334,4.0963e-09
0.00059908,0.1125,0.2125,0,18.652,0.0036814,-0.0088927,3.8506e-09
0.00038483,0.1125,0.2375,0,19.599,0.0030497,-0.0092502,3.5835e-09
0.00020662,0.1125,0.2625,0,20.467,0.0024849,-0.0094437,3.2968e-09
6.1398e-05,0.1125,0.2875,0,21.276,0.0020057,-0.0095127,2.9927e-09
-5.433e-05,0.1125,0.3125,0,22.047,0.0016135,-0.009493,2.6732e-09
-0.0001437,0.1125,0.3375,0,22.795,0.0012968,-0.0094129,2.3404e-09
-0.00020904,0.1125,0.3625,0,23.532,0.0010381,-0.0092922,1.9963e-09
-0.00025174,0.1125,0.3875,0,24.266,0.00081779,-0.0091427,1.6429e-09
-0.00027236,0.1125,0.4125,0,25.004,0.00061827,-0.0089697,1.2822e-09
-0.00027082,0.1125,0.4375,0,25.748,0.00042531,-0.0087739,9.1597e-10
-0.00024666,0.1125,0.4625,0,26.499,0.00022863,-0.0085538,5.4602e-10
-0.00019927,0.1125,0.4875,0,27.256,2.1477e-05,-0.0083063,1.7395e-10
-0.00012803,0.1125,0.5125,0,28.019,-0.00020013,-0.0080287,-1.9874e-10
-3.2454e-05,0.1125,0.5375,0,28.785,-0.00043836,-0.0077184,-5.7078e-10
8.777e-05,0.1125,0.5625,0,29.552,-0.00069432,-0.0073735,-9.4109e-10
0.00023273,0.1125,0.5875,0,30.318,-0.00096865,-0.0069924,-1.3089e-09
0.00040229,0.1125,0.6125,0,31.08,-0.0012618,-0.0065739,-1.6736e-09
0.00059603,0.1125,0.6375,0,31.835,-0.0015743,-0.0061171,-2.0348e-09
0.00081329,0.1125,0.6625,0,32.579,-0.0019062,-0.0056209,-2.3922e-09
0.001053,0.1125,0.6875,0,33.308,-0.0022572,-0.0050847,-2.7455e-09
0.0013138,0.1125,0.7125,0,34.018,-0.0026265,-0.0045082,-3.0936e-09
0.0015938,0.1125,0.7375,0,34.705,-0.0030118,-0.0038928,-3.4352e-09
0.0018906,0.1125,0.7625,0,35.363,-0.0034097,-0.0032422,-3.7676e-09
0.0022014,0.1125,0.7875,0,35.986,-0.0038149,-0.0025638,-4.0873e-09
0.0025226,0.1125,0.8125,0,36.565,-0.0042195,-0.0018711,-4.3897e-09
0.0028505,0.1125,0.8375,0,37.09,-0.0046116,-0.0011862,-4.6691e-09
0.0031811,0.1125,0.8625,0,37.547,-0.0049712,-0.00054204,-4.9194e-09
0.0035104,0.1125,0.8875,0,37.914,-0.0052624,1.3518e-05,-5.1344e-09
0.0038352,0.1125,0.9125,0,38.159,-0.0054136,0.00041674,-5.308e-09
0.0041529,0.1125,0.9375,0,38.237,-0.0052728,0.00059324,-5.4353e-09
0.0044639,0.1125,0.9625,0,38.109,-0.0045039,0.00048908,-5.5129e-09
0.0047769,0.1125,0.9875,0,37.833,-0.0023855,0.00018148,-5.5389e-09
0.0032601,0.1375,0.0125,0,10.061,0.003286,-0.00014416,7.7161e-09
0.0028665,0.1375,0.0375,0,10.441,0.0063982,-0.00068839,5.0863e-09
0.0024729,0.1375,0.0625,0,11.397,0.0074585,-0.0016255,4.9954e-09
0.0020861,0.1375,0.0875,0,12.797,0.0075196,-0.0027209,4.8749e-09
0.0017156,0.1375,0.1125,0,14.367,0.0071334,-0.0037825,4.7257e-09
0.0013697,0.1375,0.1375,0,15.887,0.0065086,-0.0046948,4.549e-09
0.0010548,0.1375,0.1625,0,17.256,0.0057295,-0.0054044,4.3461e-09
0.0007758,0.1375,0.1875,0,18.459,0.0048693,-0.0058988,4.1186e-09
0.00053523,0.1375,0.2125,0,19.514,0.0040058,-0.0061923,3.8684e-09
0.00033267,0.1375,0.2375,0,20.448,0.0032062,-0.0063156,3.5973e-09
0.00016545,0.1375,0.2625,0,21.291,0.0025139,-0.0063077,3.3073e-09
2.9694e-05,0.1375,0.2875,0,22.072,0.001946,-0.006208,3.0005e-09
-7.8506e-05,0.1375,0.3125,0,22.816,0.0014971,-0.0060517,2.679e-09
-0.00016234,0.1375,0.3375,0,23.541,0.0011475,-0.0058661,2.3446e-09
-0.00022393,0.1375,0.3625,0,24.262,0.00087058,-0.0056698,1.9995e-09
-0.00026432,0.1375,0.3875,0,24.988,0.00063958,-0.0054736,1.6455e-09
-0.00028366,0.1375,0.4125,0,25.723,0.00043131,-0.0052815,1.2846e-09
-0.00028153,0.1375,0.4375,0,26.469,0.00022811,-0.005093,9.184e-10
-0.00025719,0.1375,0.4625,0,27.227,1.8018e-05,-0.0049054,5.4872e-10
-0.00020985,0.1375,0.4875,0,27.995,-0.00020613,-0.0047146,1.7712e-10
-0.0001388,0.1375,0.5125,0,28.77,-0.000448,-0.0045167,-1.9499e-10
-4.3478e-05,0.1375,0.5375,0,29.551,-0.0007092,-0.0043083,-5.6637e-10
7.6411e-05,0.1375,0.5625,0,30.333,-0.0009903,-0.0040865,-9.3602e-10
0.00022095,0.1375,0.5875,0,31.114,-0.0012916,-0.0038486,-1.3032e-09
0.00038999,0.1375,0.6125,0,31.889,-0.0016136,-0.0035924,-1.6673e-09
0.00058311,0.1375,0.6375,0,32.655,-0.0019566,-0.0033151,-2.0281e-09
0.00079964,0.1375,0.6625,0,33.407,-0.002321,-0.0030141,-2.3852e-09
0.0010386,0.1375,0.6875,0,34.141,-0.0027061,-0.0026867,-2.7381e-09
0.0012986,0.1375,0.7125,0,34.853,-0.00311,-0.0023308,-3.0859e-09
0.0015779,0.1375,0.7375,0,35.536,-0.0035286,-0.0019459,-3.427e-09
0.0018743,0.1375,0.7625,0,36.185,-0.0039554,-0.0015341,-3.7589e-09
0.0021851,0.1375,0.7875,0,36.793,-0.00438,-0.0011016,-4.078e-09
0.0025071,0.1375,0.8125,0,37.352,-0.0047878,-0.00066076,-4.3796e-09
0.0028372,0.1375,0.8375,0,37.852,-0.0051576,-0.00023133,-4.6581e-09
0.003172,0.1375,0.8625,0,38.281,-0.005458,0.00015747,-4.9076e-09
0.0035085,0.1375,0.8875,0,38.622,-0.0056396,0.00046596,-5.1216e-09
0.0038445,0.1375,0.9125,0,38.853,-0.0056188,0.00064516,-5.2944e-09
0.0041791,0.1375,0.9375,0,38.951,-0.0052443,0.00064536,-5.4211e-09
0.004514,0.1375,0.9625,0,38.9,-0.0042303,0.00044736,-5.4983e-09
0.0048557,0.1375,0.9875,0,38.752,-0.0020541,0.00014991,-5.5241e-09
0.0031261,0.1625,0.0125,0,10.555,0.0034542,-2.406e-05,7.8036e-09
0.0027503,0.1625,0.0375,0,10.9,0.0069945,-0.00024439,5.1394e-09
0.0023679,0.1625,0.0625,0,11.803,0.0083257,-0.00077078,5.0437e-09
0.0019895,0.1625,0.0875,0,13.161,0.0084502,-0.0014732,4.9179e-09
0.0016271,0.1625,0.1125,0,14.716,0.0079765,-0.0021853,4.763e-09
0.0012906,0.1625,0.1375,0,16.24,0.0071849,-0.0027925,4.5805e-09
0.00098677,0.1625,0.1625,0,17.612,0.0062114,-0.0032411,4.3722e-09
0.00072001,0.1625,0.1875,0,18.802,0.005161,-0.0035203,4.1396e-09
0.00049172,0.1625,0.2125,0,19.827,0.0041311,-0.0036439,3.8849e-09
0.00030043,0.1625,0.2375,0,20.718,0.0031998,-0.0036396,3.6099e-09
0.00014268,0.1625,0.2625,0,21.513,0.0024138,-0.003541,3.3167e-09
1.4238e-05,0.1625,0.2875,0,22.247,0.0017878,-0.0033823,3.0074e-09
-8.8802e-05,0.1625,0.3125,0,22.949,0.0013105,-0.0031938,2.6838e-09
-0.00016933,0.1625,0.3375,0,23.641,0.00095415,-0.0029994,2.348e-09
-0.00022902,0.1625,0.3625,0,24.339,0.00068403,-0.0028158,2.0019e-09
-0.00026847,0.1625,0.3875,0,25.051,0.00046612,-0.002652,1.6473e-09
-0.00028744,0.1625,0.4125,0,25.781,0.00027181,-0.0025111,1.2862e-09
-0.00028523,0.1625,0.4375,0,26.53,7.9972e-05,-0.0023919,9.2011e-10
-0.00026095,0.1625,0.4625,0,27.298,-0.00012308,-0.0022903,5.5082e-10
-0.00021372,0.1625,0.4875,0,28.08,-0.00034496,-0.0022012,1.7981e-10
-0.0001428,0.1625,0.5125,0,28.875,-0.00058908,-0.0021192,-1.9156e-10
-4.767e-05,0.1625,0.5375,0,29.677,-0.00085649,-0.0020392,-5.6214e-10
7.195e-05,0.1625,0.5625,0,30.483,-0.0011473,-0.0019567,-9.3096e-10
0.00021611,0.1625,0.5875,0,31.288,-0.0014618,-0.0018673,-1.2973e-09
0.00038462,0.1625,0.6125,0,32.088,-0.0018003,-0.0017667,-1.6608e-09
0.00057709,0.1625,0.6375,0,32.878,-0.0021636,-0.0016503,-2.0209e-09
0.00079284,0.1625,0.6625,0,33.652,-0.0025519,-0.0015133,-2.3774e-09
0.0010309,0.1625,0.6875,0,34.407,-0.0029644,-0.0013515,-2.7298e-09
0.0012901,0.1625,0.7125,0,35.136,-0.0033978,-0.0011613,-3.0772e-09
0.0015687,0.1625,0.7375,0,35.835,-0.0038458,-0.00094125,-3.4178e-09
0.0018646,0.1625,0.7625,0,36.497,-0.0042983,-0.00069305,-3.7492e-09
0.0021755,0.1625,0.7875,0,37.114,-0.0047397,-0.00042297,-4.0676e-09
0.0024985,0.1625,0.8125,0,37.679,-0.005149,-0.00014301,-4.3685e-09
0.0028308,0.1625,0.8375,0,38.182,-0.0054971,0.00012816,-4.6463e-09
0.0031695,0.1625,0.8625,0,38.611,-0.005744,0.00036477,-4.8949e-09
0.0035122,0.1625,0.8875,0,38.953,-0.0058319,0.00053452,-5.1081e-09
0.0038572,0.1625,0.9125,0,39.194,-0.0056728,0.00060167,-5.2801e-09
0.0042042,0.1625,0.9375,0,39.319,-0.0051253,0.00053652,-5.4063e-09
0.0045544,0.1625,0.9625,0,39.326,-0.0039558,0.00034105,-5.4831e-09
0.0049114,0.1625,0.9875,0,39.258,-0.0017971,0.00010706,-5.5089e-09
0.0030043,0.1875,0.0125,0,10.98,0.0034068,7.1548e-05,7.885e-09
0.0026461,0.1875,0.0375,0,11.277,0.0072003,0.00013355,5.1883e-09
0.0022775,0.1875,0.0625,0,12.085,0.0087856,-5.7538e-06,5.088e-09
0.0019106,0.1875,0.0875,0,13.338,0.0090173,-0.00033034,4.9569e-09
0.0015594,0.1875,0.1125,0,14.812,0.0085114,-0.00072015,4.7966e-09
0.0012346,0.1875,0.1375,0,16.282,0.0076074,-0.0010703,4.6087e-09
0.00094305,0.1875,0.1625,0,17.616,0.0064929,-0.0013256,4.3951e-09
0.00068837,0.1875,0.1875,0,18.768,0.005304,-0.001471,4.1578e-09
0.00047092,0.1875,0.2125,0,19.748,0.004155,-0.0015142,3.8987e-09
0.00028845,0.1875,0.2375,0,20.59,0.0031319,-0.0014744,3.6201e-09
0.00013715,0.1875,0.2625,0,21.336,0.0022844,-0.0013757,3.3239e-09
1.2843e-05,0.1875,0.2875,0,22.025,0.0016257,-0.0012429,3.0121e-09
-8.7977e-05,0.1875,0.3125,0,22.692,0.0011401,-0.0010989,2.6867e-09
-0.00016766,0.1875,0.3375,0,23.36,0.00079351,-0.00096212,2.3496e-09
-0.00022735,0.1875,0.3625,0,24.044,0.00054459,-0.0008457,2.0026e-09
-0.00026718,0.1875,0.3875,0,24.754,0.000353,-0.00075693,1.6475e-09
-0.00028662,0.1875,0.4125,0,25.492,0.00018512,-0.00069796,1.2863e-09
-0.00028482,0.1875,0.4375,0,26.257,1.6425e-05,-0.00066696,9.2044e-10
-0.00026083,0.1875,0.4625,0,27.047,-0.00016866,-0.00065943,5.5169e-10
-0.00021379,0.1875,0.4875,0,27.856,-0.00037841,-0.00066954,1.8146e-10
-0.00014304,0.1875,0.5125,0,28.681,-0.00061616,-0.00069104,-1.8895e-10
-4.8103e-05,0.1875,0.5375,0,29.517,-0.00088263,-0.00071776,-5.5847e-10
7.1233e-05,0.1875,0.5625,0,30.358,-0.0011776,-0.00074381,-9.2623e-10
0.00021498,0.1875,0.5875,0,31.198,-0.0015012,-0.00076347,-1.2916e-09
0.00038294,0.1875,0.6125,0,32.031,-0.001854,-0.00077104,-1.6541e-09
0.0005747,0.1875,0.6375,0,32.854,-0.0022366,-0.00076084,-2.0134e-09
0.00078964,0.1875,0.6625,0,33.66,-0.0026493,-0.00072735,-2.3692e-09
0.0010269,0.1875,0.6875,0,34.445,-0.0030904,-0.00066577,-2.721e-09
0.0012852,0.1875,0.7125,0,35.203,-0.0035549,-0.00057281,-3.0677e-09
0.0015632,0.1875,0.7375,0,35.929,-0.0040338,-0.00044773,-3.4077e-09
0.0018589,0.1875,0.7625,0,36.615,-0.0045128,-0.00029337,-3.7384e-09
0.00217,0.1875,0.7875,0,37.254,-0.0049715,-0.00011707,-4.0562e-09
0.0024942,0.1875,0.8125,0,37.838,-0.0053829,6.8667e-05,-4.3564e-09
0.0028287,0.1875,0.8375,0,38.355,-0.0057118,0.00024611,-4.6333e-09
0.0031712,0.1875,0.8625,0,38.795,-0.0059126,0.00039288,-4.8811e-09
0.0035193,0.1875,0.8875,0,39.147,-0.0059238,0.0004837,-5.0936e-09
0.0038717,0.1875,0.9125,0,39.399,-0.0056587,0.00049433,-5.265e-09
