352
157   0.994706 0.102021 0.012281
158   0.994332 0.101921 0.030261
159   0.504231 0.776492 0.377904
160   0.356743 0.841567 0.405585
161   0.379904 0.865195 0.327278
162   0.530290 0.793921 0.297460
163   0.677799 0.688226 0.258715
164   0.648558 0.681349 0.339318
165   0.425046 0.895683 0.130718
166   0.410113 0.878741 0.244174
167   0.565779 0.796288 0.214053
168   0.592714 0.796798 0.117489
169   0.729418 0.677262 0.096258
170   0.706473 0.684978 0.178048
171   0.865415 0.496920 0.064239
172   0.849271 0.511113 0.132297
173   0.827761 0.522128 0.205409
174   0.804910 0.521722 0.282711
175   0.955467 0.159395 0.248348
176   0.959190 0.282762 -0.000063
177   0.878362 0.477700 0.016817
178   0.743219 0.668071 0.036135
179   0.584640 0.810220 0.041699
180   0.416223 0.908353 0.040657
181   0.180219 0.858604 0.479917
182   0.159188 0.844993 0.510536
183   0.108533 0.834907 0.539584
184   0.223581 0.973994 0.036705
185   0.239576 0.960900 0.138830
186   0.222413 0.937885 0.266279
187   0.201035 0.914930 0.349984
188   0.190753 0.885436 0.423812
189   0.961025 0.249224 -0.119663
190   0.600641 0.776755 -0.189423
191   0.401588 0.894609 -0.195964
192   0.425218 0.882987 -0.198805
193   0.539368 0.819403 -0.194064
194   0.251515 0.947070 -0.199499
195   0.235190 0.950950 -0.200944
196   0.987119 0.159963 0.002803
197   0.993621 0.111645 0.015871
198   0.352214 0.919149 -0.176382
199   0.182055 0.968489 -0.169956
200   0.241458 0.954227 -0.176492
201   0.405770 0.898412 -0.167951
202   0.515573 0.843028 -0.153257
203   0.589064 0.798170 -0.126204
204   0.713022 0.693369 -0.104112
205   0.784530 0.615101 -0.078511
206   0.872712 0.483989 -0.064257
207   0.907443 0.417059 -0.051076
208   0.944015 0.326930 -0.044199
209   0.956146 0.291329 -0.030202
210   0.964890 0.261424 -0.025378
211   0.967504 0.252621 -0.010883
212   -0.955301 0.294433 -0.026627
213   -0.960046 0.279842 -0.000204
214   -0.965500 0.259633 -0.020025
215   -0.947582 0.316468 -0.044004
216   -0.904521 0.423353 -0.051132
217   -0.875219 0.479505 -0.063762
218   -0.775115 0.626845 -0.079136
219   -0.718715 0.687592 -0.103276
220   -0.580714 0.804232 -0.126419
221   -0.529394 0.834583 -0.152360
222   -0.408924 0.897024 -0.167717
223   -0.362555 0.915175 -0.176091
224   -0.246446 0.952963 -0.176425
225   -0.178851 0.969060 -0.170100
226   -0.036503 0.985319 -0.166776
227   0.041737 0.985137 -0.166625
227
1   0.248186 0.560459
2   0.146112 0.544024
3   0.178431 0.472436
4   0.247946 0.476900
5   0.099457 0.467792
6   0.085263 0.429260
7   0.178310 0.431706
8   0.248982 0.434019
9   0.412618 0.181608
10   0.375348 0.180077
11   0.382066 0.106684
12   0.416198 0.107470
13   0.340421 0.177930
14   0.347760 0.105310
15   0.322897 0.058118
16   0.363809 0.039267
17   0.402088 0.027869
18   0.314164 0.101967
19   0.312102 0.175608
20   0.278577 0.171539
21   0.419051 0.439180
22   0.458010 0.439666
23   0.458241 0.487689
24   0.418715 0.486743
25   0.496753 0.439756
26   0.497147 0.488011
27   0.497802 0.580330
28   0.458965 0.579765
29   0.420675 0.578100
30   0.254458 0.584099
31   0.303395 0.587282
32   0.311506 0.743412
33   0.342746 0.590174
34   0.341188 0.437289
35   0.340434 0.483042
36   0.299433 0.480336
37   0.300347 0.435838
38   0.342781 0.571608
39   0.300899 0.567007
40   0.382110 0.575337
41   0.379666 0.485180
42   0.380372 0.438362
43   0.266437 0.215534
44   0.214095 0.207120
45   0.235284 0.164704
46   0.262479 0.246259
47   0.203007 0.237870
48   0.113624 0.225284
49   0.140380 0.194414
50   0.183301 0.154857
51   0.258672 0.279363
52   0.194805 0.272727
53   0.256821 0.321209
54   0.190381 0.316885
55   0.081214 0.309989
56   0.090755 0.262268
57   0.413677 0.229189
58   0.375688 0.226945
59   0.414849 0.260336
60   0.376864 0.257949
61   0.339905 0.254947
62   0.339220 0.224066
63   0.418455 0.329184
64   0.379516 0.327845
65   0.377830 0.288959
66   0.416497 0.290963
67   0.340818 0.326113
68   0.339793 0.286450
69   0.303261 0.283597
70   0.303220 0.324089
71   0.304676 0.251504
72   0.305211 0.220712
73   0.268253 0.093679
74   0.298493 0.379217
75   0.249672 0.377349
76   0.337356 0.380625
77   0.416977 0.382515
78   0.376731 0.381695
79   0.452193 0.107974
80   0.451132 0.182583
81   0.441565 0.024106
82   0.484172 0.023101
83   0.488522 0.108042
84   0.490019 0.182868
85   0.457103 0.329999
86   0.457134 0.382971
87   0.494918 0.330148
88   0.496635 0.383031
89   0.455078 0.292296
90   0.453118 0.261926
91   0.491573 0.262362
92   0.493147 0.292580
93   0.452329 0.230659
94   0.491069 0.231131
95   0.188522 0.580903
96   0.377242 0.782713
97   0.380698 0.593047
98   0.419655 0.595407
99   0.429858 0.798674
100   0.459014 0.596783
101   0.471719 0.807487
102   0.507892 0.810095
103   0.498185 0.597169
104   0.180716 0.374760
105   0.074395 0.371049
106   0.748674 0.558608
107   0.745753 0.475084
108   0.815181 0.470129
109   0.850104 0.541451
110   0.893949 0.464981
111   0.906817 0.426361
112   0.813874 0.429375
113   0.743441 0.432198
114   0.567358 0.180944
115   0.560630 0.106817
116   0.594435 0.105750
117   0.604591 0.179108
118   0.639427 0.176677
119   0.628179 0.104103
120   0.651244 0.056777
121   0.607070 0.037974
122   0.567083 0.027002
123   0.661815 0.100536
124   0.667650 0.174130
125   0.700895 0.169824
126   0.573971 0.438655
127   0.574188 0.486246
128   0.535298 0.487515
129   0.535304 0.439409
130   0.537449 0.579594
131   0.576510 0.577615
132   0.743620 0.582246
133   0.696872 0.741997
134   0.694711 0.585868
135   0.655327 0.589124
136   0.652058 0.436182
137   0.692419 0.434406
138   0.694218 0.478925
139   0.652994 0.481974
140   0.654260 0.570553
141   0.696110 0.565586
142   0.613486 0.484409
143   0.615011 0.574628
144   0.612866 0.437601
145   0.743881 0.162659
146   0.767290 0.204901
147   0.715354 0.213723
148   0.720952 0.244425
149   0.780011 0.235576
150   0.868745 0.222276
151   0.840343 0.191604
152   0.795372 0.152399
153   0.790082 0.270395
154   0.726572 0.277516
155   0.730676 0.319377
156   0.796806 0.314561
157   0.905594 0.306839
158   0.893577 0.259115
159   0.606495 0.225974
160   0.568513 0.228525
161   0.568847 0.259645
162   0.606924 0.256971
163   0.643858 0.253691
164   0.642900 0.222808
165   0.570375 0.328538
166   0.569526 0.290266
167   0.608027 0.287982
168   0.608930 0.326915
169   0.647273 0.324897
170   0.645881 0.285197
171   0.684569 0.322599
172   0.682228 0.282081
173   0.678981 0.249988
174   0.676803 0.219195
175   0.707358 0.091916
176   0.740524 0.375497
177   0.692017 0.377725
178   0.653493 0.379424
179   0.615011 0.380847
180   0.575851 0.381917
181   0.528894 0.182244
182   0.524747 0.107635
183   0.527056 0.023656
184   0.536095 0.382682
185   0.532323 0.329661
186   0.531119 0.291873
187   0.530251 0.261529
188   0.529830 0.230319
189   0.809443 0.578479
190   0.635649 0.781822
191   0.584982 0.798196
192   0.577199 0.594925
193   0.616703 0.592335
194   0.544039 0.807297
195   0.537453 0.596559
196   0.809211 0.372416
197   0.915331 0.367955
198   0.600328 0.987349
199   0.552026 0.989555
200   0.551371 0.961812
201   0.597754 0.959187
202   0.644953 0.983035
203   0.639797 0.954238
204   0.683674 0.977045
205   0.677879 0.947058
206   0.719464 0.969987
207   0.715507 0.938089
208   0.765596 0.961392
209   0.764948 0.925650
210   0.834216 0.951329
211   0.870923 0.896891
212   0.239830 0.961398
213   0.171230 0.951317
214   0.134479 0.896904
215   0.240466 0.925650
216   0.285967 0.969985
217   0.289906 0.938089
218   0.321763 0.977035
219   0.327533 0.947055
220   0.360471 0.983039
221   0.365620 0.954236
222   0.405093 0.987357
223   0.407664 0.959190
224   0.453398 0.989554
225   0.454048 0.961812
226   0.502712 0.990304
227   0.502710 0.962725
